gene_symbol	ensembl_gene_id	ensembl_transcript_id	ensembl_protein_id	refseq_transcript_id	refseq_gene_id	refseq_protein_id
FIGLA	ENSG00000183733.6	ENST00000332372.6	ENSP00000333097.6	NM_001004311.3	344018	NP_001004311.2
FIGN	ENSG00000182263.16	ENST00000333129.4	ENSP00000333836.3	NM_018086.4	55137	NP_060556.2
FIGNL1	ENSG00000132436.15	ENST00000433017.6	ENSP00000399997.1	NM_001287492.4	63979	NP_001274421.1
FIGNL2	ENSG00000261308.6	ENST00000618634.3	ENSP00000491257.1	NM_001384995.1	401720	NP_001371924.1
FILIP1	ENSG00000118407.17	ENST00000237172.12	ENSP00000237172.7	NM_015687.5	27145	NP_056502.1
FILIP1L	ENSG00000168386.20	ENST00000477258.2	ENSP00000417617.2	NM_001387850.1	11259	NP_001374779.1
FIP1L1	ENSG00000145216.19	ENST00000337488.11	ENSP00000336752.6	NM_030917.4	81608	NP_112179.2
FIRRM	ENSG00000000460.19	ENST00000359326.9	ENSP00000352276.4	NM_001320047.2	55732	NP_001306976.1
FIS1	ENSG00000214253.11	ENST00000223136.5	ENSP00000223136.4	NM_016068.3	51024	NP_057152.2
FITM1	ENSG00000139914.7	ENST00000267426.6	ENSP00000267426.5	NM_203402.3	161247	NP_981947.1
FITM2	ENSG00000197296.7	ENST00000396825.4	ENSP00000380037.3	NM_001080472.4	128486	NP_001073941.1
FIZ1	ENSG00000179943.10	ENST00000221665.5	ENSP00000221665.2	NM_032836.3	84922	NP_116225.2
FJX1	ENSG00000179431.7	ENST00000317811.6	ENSP00000400223.1	NM_014344.4	24147	NP_055159.2
FKBP10	ENSG00000141756.22	ENST00000321562.9	ENSP00000317232.4	NM_021939.4	60681	NP_068758.3
FKBP11	ENSG00000134285.13	ENST00000550765.6	ENSP00000449751.1	NM_016594.3	51303	NP_057678.1
FKBP14	ENSG00000106080.12	ENST00000222803.10	ENSP00000222803.5	NM_017946.4	55033	NP_060416.1
FKBP15	ENSG00000119321.12	ENST00000238256.8	ENSP00000238256.3	NM_015258.2	23307	NP_056073.1
FKBP1A	ENSG00000088832.20	ENST00000400137.9	ENSP00000383003.4	NM_000801.5	2280	NP_000792.1
FKBP1B	ENSG00000119782.15	ENST00000380986.9	ENSP00000370373.4	NM_004116.5	2281	NP_004107.1
FKBP1C	ENSG00000198225.6	ENST00000370659.2	ENSP00000359693.1	NM_001395980.1	642489	NP_001382909.1
FKBP2	ENSG00000173486.15	ENST00000309366.9	ENSP00000310935.4	NM_004470.4	2286	NP_004461.2
FKBP3	ENSG00000100442.13	ENST00000396062.4	ENSP00000379374.3	NM_002013.4	2287	NP_002004.1
FKBP4	ENSG00000004478.10	ENST00000001008.6	ENSP00000001008.4	NM_002014.4	2288	NP_002005.1
FKBP5	ENSG00000096060.17	ENST00000357266.9	ENSP00000349811.3	NM_004117.4	2289	NP_004108.1
FKBP6	ENSG00000077800.14	ENST00000252037.5	ENSP00000252037.4	NM_003602.5	8468	NP_003593.3
FKBP7	ENSG00000079150.20	ENST00000424785.7	ENSP00000413152.2	NM_181342.3	51661	NP_851939.1
FKBP8	ENSG00000105701.18	ENST00000608443.6	ENSP00000476767.1	NM_012181.5	23770	NP_036313.3
FKBP9	ENSG00000122642.13	ENST00000242209.9	ENSP00000242209.4	NM_007270.5	11328	NP_009201.2
FKBPL	ENSG00000204315.6	ENST00000375156.4	ENSP00000364298.3	NM_022110.4	63943	NP_071393.2
FKRP	ENSG00000181027.13	ENST00000318584.10	ENSP00000326570.4	NM_024301.5	79147	NP_077277.1
FKTN	ENSG00000106692.17	ENST00000357998.10	ENSP00000350687.6	NM_001079802.2	2218	NP_001073270.1
FLACC1	ENSG00000155749.14	ENST00000392257.8	ENSP00000376086.3	NM_001127391.3	130540	NP_001120863.1
FLAD1	ENSG00000160688.21	ENST00000292180.8	ENSP00000292180.3	NM_025207.5	80308	NP_079483.3
FLCN	ENSG00000154803.15	ENST00000285071.9	ENSP00000285071.4	NM_144997.7	201163	NP_659434.2
FLG	ENSG00000143631.11	ENST00000368799.2	ENSP00000357789.1	NM_002016.2	2312	NP_002007.1
FLG2	ENSG00000143520.6	ENST00000388718.5	ENSP00000373370.4	NM_001014342.3	388698	NP_001014364.1
FLI1	ENSG00000151702.20	ENST00000527786.7	ENSP00000433488.2	NM_002017.5	2313	NP_002008.2
FLII	ENSG00000177731.18	ENST00000327031.9	ENSP00000324573.4	NM_002018.4	2314	NP_002009.1
FLNA	ENSG00000196924.21	ENST00000369850.10	ENSP00000358866.3	NM_001110556.2	2316	NP_001104026.1
FLNB	ENSG00000136068.18	ENST00000295956.9	ENSP00000295956.5	NM_001457.4	2317	NP_001448.2
FLNC	ENSG00000128591.19	ENST00000325888.13	ENSP00000327145.8	NM_001458.5	2318	NP_001449.3
FLOT1	ENSG00000137312.17	ENST00000376389.8	ENSP00000365569.3	NM_005803.4	10211	NP_005794.1
FLOT2	ENSG00000132589.18	ENST00000394908.9	ENSP00000378368.3	NM_004475.3	2319	NP_004466.2
FLRT1	ENSG00000126500.7	ENST00000682287.1	ENSP00000507207.1	NM_013280.5	23769	NP_037412.2
FLRT2	ENSG00000185070.14	ENST00000330753.6	ENSP00000332879.4	NM_013231.6	23768	NP_037363.1
FLRT3	ENSG00000125848.12	ENST00000341420.5	ENSP00000339912.4	NM_198391.3	23767	NP_938205.1
FLT1	ENSG00000102755.15	ENST00000282397.9	ENSP00000282397.4	NM_002019.4	2321	NP_002010.2
FLT3	ENSG00000122025.17	ENST00000241453.12	ENSP00000241453.7	NM_004119.3	2322	NP_004110.2
FLT3LG	ENSG00000090554.15	ENST00000597551.6	ENSP00000468977.1	NM_001459.4	2323	NP_001450.2
FLT4	ENSG00000037280.18	ENST00000261937.11	ENSP00000261937.6	NM_182925.5	2324	NP_891555.2
FLVCR1	ENSG00000162769.15	ENST00000366971.9	ENSP00000355938.4	NM_014053.4	28982	NP_054772.1
FLVCR2	ENSG00000119686.12	ENST00000238667.9	ENSP00000238667.4	NM_017791.3	55640	NP_060261.2
FLYWCH1	ENSG00000059122.19	ENST00000253928.14	ENSP00000253928.9	NM_001308068.2	84256	NP_001294997.1
FLYWCH2	ENSG00000162076.15	ENST00000396958.8	ENSP00000380159.3	NM_138439.3	114984	NP_612448.1
FMC1	ENSG00000164898.14	ENST00000297534.7	ENSP00000297534.6	NM_197964.5	154791	NP_932068.2
FMN1	ENSG00000248905.11	ENST00000616417.5	ENSP00000479134.1	NM_001277313.2	342184	NP_001264242.1
FMN2	ENSG00000155816.22	ENST00000319653.14	ENSP00000318884.9	NM_020066.5	56776	NP_064450.3
FMNL1	ENSG00000184922.17	ENST00000331495.8	ENSP00000329219.2	NM_005892.4	752	NP_005883.3
FMNL2	ENSG00000157827.23	ENST00000288670.14	ENSP00000288670.9	NM_052905.4	114793	NP_443137.2
FMNL3	ENSG00000161791.16	ENST00000335154.10	ENSP00000335655.5	NM_175736.5	91010	NP_783863.4
FMO1	ENSG00000010932.18	ENST00000617670.6	ENSP00000481732.1	NM_001282693.2	2326	NP_001269622.1
FMO2	ENSG00000094963.16	ENST00000209929.10	ENSP00000209929.8	NM_001460.5	2327	NP_001451.2
FMO3	ENSG00000007933.15	ENST00000367755.9	ENSP00000356729.4	NM_001002294.3	2328	NP_001002294.1
FMO4	ENSG00000076258.12	ENST00000367749.4	ENSP00000356723.3	NM_002022.3	2329	NP_002013.1
FMO5	ENSG00000131781.15	ENST00000254090.9	ENSP00000254090.4	NM_001461.4	2330	NP_001452.2
FMOD	ENSG00000122176.14	ENST00000354955.5	ENSP00000347041.4	NM_002023.5	2331	NP_002014.2
FMR1	ENSG00000102081.18	ENST00000370475.9	ENSP00000359506.5	NM_002024.6	2332	NP_002015.1
FMR1NB	ENSG00000176988.10	ENST00000370467.8	ENSP00000359498.3	NM_152578.3	158521	NP_689791.1
FN1	ENSG00000115414.23	ENST00000354785.11	ENSP00000346839.4	NM_212482.4	2335	NP_997647.2
FN3K	ENSG00000167363.16	ENST00000300784.8	ENSP00000300784.7	NM_022158.4	64122	NP_071441.1
FN3KRP	ENSG00000141560.17	ENST00000269373.11	ENSP00000269373.6	NM_024619.4	79672	NP_078895.2
FNBP1	ENSG00000187239.21	ENST00000446176.7	ENSP00000413625.1	NM_015033.3	23048	NP_055848.1
FNBP1L	ENSG00000137942.20	ENST00000271234.13	ENSP00000271234.7	NM_001164473.3	54874	NP_001157945.1
FNBP4	ENSG00000109920.15	ENST00000263773.10	ENSP00000263773.5	NM_015308.5	23360	NP_056123.2
FNDC1	ENSG00000164694.19	ENST00000297267.14	ENSP00000297267.9	NM_032532.3	84624	NP_115921.2
FNDC10	ENSG00000228594.4	ENST00000422725.4	ENSP00000389111.1	NM_001242659.2	643988	NP_001229588.1
FNDC11	ENSG00000125531.9	ENST00000370097.2	ENSP00000359115.1	NM_001319152.2	79025	NP_001306081.1
FNDC3A	ENSG00000102531.18	ENST00000492622.6	ENSP00000417257.1	NM_001079673.2	22862	NP_001073141.1
FNDC3B	ENSG00000075420.15	ENST00000415807.7	ENSP00000411242.2	NM_022763.4	64778	NP_073600.3
FNDC4	ENSG00000115226.12	ENST00000264703.4	ENSP00000264703.3	NM_022823.3	64838	NP_073734.1
FNDC5	ENSG00000160097.22	ENST00000373471.10	ENSP00000362570.6	NM_001441683.1	252995	NP_001428612.1
FNDC7	ENSG00000143107.12	ENST00000370017.9	ENSP00000359034.3	NM_001144937.3	163479	NP_001138409.1
FNDC8	ENSG00000073598.6	ENST00000158009.6	ENSP00000158009.4	NM_017559.4	54752	NP_060029.1
FNDC9	ENSG00000172568.6	ENST00000312349.5	ENSP00000310594.4	NM_001001343.4	408263	NP_001001343.2
FNIP1	ENSG00000217128.15	ENST00000510461.6	ENSP00000421985.1	NM_133372.3	96459	NP_588613.3
FNIP2	ENSG00000052795.15	ENST00000264433.11	ENSP00000264433.6	NM_020840.3	57600	NP_065891.1
FNTA	ENSG00000168522.15	ENST00000302279.8	ENSP00000303423.3	NM_002027.3	2339	NP_002018.1
FNTB	ENSG00000257365.10	ENST00000246166.3	ENSP00000246166.2	NM_002028.4	2342	NP_002019.1
FOCAD	ENSG00000188352.15	ENST00000338382.11	ENSP00000344307.6	NM_001375567.1	54914	NP_001362496.1
FOLH1	ENSG00000086205.20	ENST00000256999.7	ENSP00000256999.2	NM_004476.3	2346	NP_004467.1
FOLR1	ENSG00000110195.16	ENST00000393676.5	ENSP00000377281.3	NM_016729.3	2348	NP_057941.1
FOLR2	ENSG00000165457.17	ENST00000298223.11	ENSP00000298223.6	NM_000803.5	2350	NP_000794.3
FOLR3	ENSG00000110203.12	ENST00000611028.3	ENSP00000481114.1	NM_000804.4	2352	NP_000795.2
FOS	ENSG00000170345.13	ENST00000303562.9	ENSP00000306245.4	NM_005252.4	2353	NP_005243.1
FOSB	ENSG00000125740.16	ENST00000353609.8	ENSP00000245919.3	NM_006732.3	2354	NP_006723.2
FOSL1	ENSG00000175592.11	ENST00000312562.7	ENSP00000310170.2	NM_005438.5	8061	NP_005429.1
FOSL2	ENSG00000075426.14	ENST00000264716.9	ENSP00000264716.4	NM_005253.4	2355	NP_005244.1
FOXA1	ENSG00000129514.9	ENST00000250448.5	ENSP00000250448.3	NM_004496.5	3169	NP_004487.2
FOXA2	ENSG00000125798.17	ENST00000419308.7	ENSP00000400341.3	NM_021784.5	3170	NP_068556.2
FOXA3	ENSG00000170608.5	ENST00000302177.3	ENSP00000304004.1	NM_004497.3	3171	NP_004488.2
FOXB1	ENSG00000171956.8	ENST00000396057.6	ENSP00000379369.4	NM_012182.3	27023	NP_036314.2
FOXB2	ENSG00000204612.2	ENST00000376708.1	ENSP00000365898.1	NM_001013735.1	442425	NP_001013757.1
FOXC1	ENSG00000054598.9	ENST00000645831.2	ENSP00000493906.1	NM_001453.3	2296	NP_001444.2
FOXC2	ENSG00000176692.8	ENST00000649859.1	ENSP00000497759.1	NM_005251.3	2303	NP_005242.1
FOXD1	ENSG00000251493.5	ENST00000615637.3	ENSP00000481581.1	NM_004472.3	2297	NP_004463.1
FOXD2	ENSG00000186564.6	ENST00000334793.6	ENSP00000335493.6	NM_004474.4	2306	NP_004465.3
FOXD3	ENSG00000187140.6	ENST00000371116.4	ENSP00000360157.2	NM_012183.3	27022	NP_036315.1
FOXD4	ENSG00000170122.6	ENST00000382500.4	ENSP00000371940.2	NM_207305.5	2298	NP_997188.2
FOXD4L1	ENSG00000184492.7	ENST00000306507.7	ENSP00000302756.5	NM_012184.5	200350	NP_036316.1
FOXD4L3	ENSG00000187559.6	ENST00000342833.4	ENSP00000341961.2	NM_199135.4	286380	NP_954586.4
FOXD4L4	ENSG00000184659.6	ENST00000377413.3	ENSP00000366630.1	NM_199244.3	349334	NP_954714.2
FOXD4L5	ENSG00000204779.2	ENST00000377420.1	ENSP00000366637.1	NM_001126334.1	653427	NP_001119806.1
FOXD4L6	ENSG00000273514.2	ENST00000622588.2	ENSP00000484875.1	NM_001085476.4	653404	NP_001078945.1
FOXE1	ENSG00000178919.9	ENST00000375123.5	ENSP00000364265.3	NM_004473.4	2304	NP_004464.2
FOXE3	ENSG00000186790.6	ENST00000335071.4	ENSP00000334472.2	NM_012186.3	2301	NP_036318.1
FOXF1	ENSG00000103241.8	ENST00000262426.6	ENSP00000262426.4	NM_001451.3	2294	NP_001442.2
FOXF2	ENSG00000137273.7	ENST00000645481.2	ENSP00000496415.1	NM_001452.2	2295	NP_001443.1
FOXG1	ENSG00000176165.14	ENST00000313071.7	ENSP00000339004.3	NM_005249.5	2290	NP_005240.3
FOXH1	ENSG00000160973.10	ENST00000377317.5	ENSP00000366534.4	NM_003923.3	8928	NP_003914.1
FOXI1	ENSG00000168269.11	ENST00000306268.8	ENSP00000304286.5	NM_012188.5	2299	NP_036320.2
FOXI2	ENSG00000186766.9	ENST00000388920.5	ENSP00000373572.4	NM_207426.3	399823	NP_997309.2
FOXI3	ENSG00000214336.6	ENST00000428390.3	ENSP00000478384.2	NM_001135649.3	344167	NP_001129121.1
FOXJ1	ENSG00000129654.10	ENST00000322957.7	ENSP00000323880.4	NM_001454.4	2302	NP_001445.2
FOXJ2	ENSG00000065970.11	ENST00000162391.8	ENSP00000162391.3	NM_018416.3	55810	NP_060886.1
FOXJ3	ENSG00000198815.11	ENST00000361346.6	ENSP00000354620.1	NM_014947.5	22887	NP_055762.3
FOXK1	ENSG00000164916.13	ENST00000328914.5	ENSP00000328720.4	NM_001037165.2	221937	NP_001032242.1
FOXK2	ENSG00000141568.23	ENST00000335255.10	ENSP00000335677.5	NM_004514.4	3607	NP_004505.2
FOXL1	ENSG00000176678.7	ENST00000320241.5	ENSP00000326272.3	NM_005250.3	2300	NP_005241.1
FOXL2	ENSG00000183770.7	ENST00000648323.1	ENSP00000497217.1	NM_023067.4	668	NP_075555.1
FOXL2NB	ENSG00000206262.11	ENST00000383165.4	ENSP00000372651.3	NM_001040061.3	401089	NP_001035150.1
FOXL3	ENSG00000248767.2	ENST00000506382.2	ENSP00000492766.1	NM_001374838.1	116033993	NP_001361767.1
FOXM1	ENSG00000111206.15	ENST00000359843.8	ENSP00000352901.4	NM_021953.4	2305	NP_068772.2
FOXN1	ENSG00000109101.9	ENST00000579795.6	ENSP00000464645.1	NM_001369369.1	8456	NP_001356298.1
FOXN2	ENSG00000170802.19	ENST00000340553.8	ENSP00000343633.3	NM_002158.4	3344	NP_002149.2
FOXN3	ENSG00000053254.18	ENST00000557258.6	ENSP00000452005.1	NM_005197.4	1112	NP_005188.2
FOXN4	ENSG00000139445.19	ENST00000299162.10	ENSP00000299162.5	NM_213596.3	121643	NP_998761.2
FOXO1	ENSG00000150907.12	ENST00000379561.6	ENSP00000368880.4	NM_002015.4	2308	NP_002006.2
FOXO3	ENSG00000118689.17	ENST00000406360.2	ENSP00000385824.1	NM_001455.4	2309	NP_001446.1
FOXO3B	ENSG00000240445.6	ENST00000395675.7	ENSP00000499455.1	NM_001368135.1	2310	NP_001355064.1
FOXO4	ENSG00000184481.19	ENST00000374259.8	ENSP00000363377.3	NM_005938.4	4303	NP_005929.2
FOXO6	ENSG00000281518.9	ENST00000643531.4	ENSP00000493960.1	NM_001291281.3	100132074	NP_001278210.2
FOXP1	ENSG00000114861.26	ENST00000649528.3	ENSP00000497369.1	NM_001349338.3	27086	NP_001336267.1
FOXP2	ENSG00000128573.30	ENST00000350908.9	ENSP00000265436.7	NM_014491.4	93986	NP_055306.1
FOXP3	ENSG00000049768.20	ENST00000376207.10	ENSP00000365380.4	NM_014009.4	50943	NP_054728.2
FOXP4	ENSG00000137166.20	ENST00000307972.10	ENSP00000309823.4	NM_001012426.2	116113	NP_001012426.1
FOXQ1	ENSG00000164379.7	ENST00000296839.5	ENSP00000296839.2	NM_033260.4	94234	NP_150285.3
FOXR1	ENSG00000176302.14	ENST00000317011.8	ENSP00000314806.3	NM_181721.3	283150	NP_859072.1
FOXR2	ENSG00000189299.7	ENST00000339140.5	ENSP00000427329.2	NM_198451.4	139628	NP_940853.1
FOXRED1	ENSG00000110074.14	ENST00000263578.10	ENSP00000263578.5	NM_017547.4	55572	NP_060017.1
FOXRED2	ENSG00000100350.18	ENST00000397224.9	ENSP00000380401.4	NM_001102371.2	80020	NP_001095841.1
FOXS1	ENSG00000179772.8	ENST00000375978.5	ENSP00000365145.3	NM_004118.4	2307	NP_004109.1
FP885538.1	ENSG00000292227.2	ENST00000713540.1	ENSP00000518835.1	NM_001405530.2	102724250	NP_001392459.1
FPGS	ENSG00000136877.18	ENST00000373247.7	ENSP00000362344.2	NM_004957.6	2356	NP_004948.4
FPGT	ENSG00000254685.10	ENST00000370898.9	ENSP00000359935.4	NM_003838.5	8790	NP_003829.4
FPR1	ENSG00000171051.12	ENST00000304748.5	ENSP00000302707.3	NM_002029.4	2357	NP_002020.1
FPR2	ENSG00000171049.10	ENST00000340023.7	ENSP00000340191.4	NM_001005738.2	2358	NP_001005738.1
FPR3	ENSG00000187474.7	ENST00000339223.5	ENSP00000341821.3	NM_002030.5	2359	NP_002021.3
FRA10AC1	ENSG00000148690.14	ENST00000359204.5	ENSP00000360488.3	NM_145246.5	118924	NP_660289.2
FRAS1	ENSG00000138759.22	ENST00000512123.4	ENSP00000422834.2	NM_025074.7	80144	NP_079350.5
FRAT1	ENSG00000165879.9	ENST00000371021.5	ENSP00000360060.3	NM_005479.4	10023	NP_005470.2
FRAT2	ENSG00000181274.8	ENST00000371019.4	ENSP00000360058.2	NM_012083.3	23401	NP_036215.1
FREM1	ENSG00000164946.22	ENST00000380880.4	ENSP00000370262.3	NM_001379081.2	158326	NP_001366010.1
FREM2	ENSG00000150893.12	ENST00000280481.9	ENSP00000280481.7	NM_207361.6	341640	NP_997244.4
FREM3	ENSG00000183090.5	ENST00000329798.5	ENSP00000332886.5	NM_001168235.2	166752	NP_001161707.1
FREY1	ENSG00000234776.6	ENST00000449465.2	ENSP00000401498.1	NM_001080446.3	143678	NP_001073915.2
FRG1	ENSG00000109536.15	ENST00000226798.9	ENSP00000226798.4	NM_004477.3	2483	NP_004468.1
FRG2	ENSG00000205097.8	ENST00000504750.6	ENSP00000424015.1	NM_001286820.2	448831	NP_001273749.1
FRG2B	ENSG00000225899.8	ENST00000425520.2	ENSP00000401310.1	NM_001080998.2	441581	NP_001074467.1
FRG2C	ENSG00000172969.9	ENST00000308062.8	ENSP00000312299.3	NM_001124759.5	100288801	NP_001118231.1
FRK	ENSG00000111816.10	ENST00000606080.2	ENSP00000476145.1	NM_002031.3	2444	NP_002022.1
FRMD1	ENSG00000153303.18	ENST00000283309.11	ENSP00000283309.6	NM_024919.6	79981	NP_079195.3
FRMD3	ENSG00000172159.18	ENST00000304195.8	ENSP00000303508.3	NM_174938.6	257019	NP_777598.3
FRMD4A	ENSG00000151474.24	ENST00000357447.7	ENSP00000350032.2	NM_018027.5	55691	NP_060497.3
FRMD4B	ENSG00000114541.17	ENST00000398540.8	ENSP00000381549.3	NM_015123.3	23150	NP_055938.2
FRMD5	ENSG00000171877.22	ENST00000417257.6	ENSP00000403067.1	NM_032892.5	84978	NP_116281.2
FRMD6	ENSG00000139926.18	ENST00000344768.10	ENSP00000343899.6	NM_001267046.2	122786	NP_001253975.1
FRMD7	ENSG00000165694.11	ENST00000298542.9	ENSP00000298542.3	NM_194277.3	90167	NP_919253.1
FRMD8	ENSG00000126391.16	ENST00000317568.10	ENSP00000319726.4	NM_031904.5	83786	NP_114110.1
FRMPD1	ENSG00000070601.11	ENST00000377765.8	ENSP00000366995.3	NM_014907.3	22844	NP_055722.2
FRMPD2	ENSG00000170324.22	ENST00000374201.8	ENSP00000363317.3	NM_001018071.4	143162	NP_001018081.4
FRMPD3	ENSG00000147234.11	ENST00000683843.1	ENSP00000507942.1	NM_001388459.1	84443	NP_001375388.1
FRMPD4	ENSG00000169933.17	ENST00000675598.1	ENSP00000502607.1	NM_001368397.1	9758	NP_001355326.1
FRRS1	ENSG00000156869.16	ENST00000646001.2	ENSP00000496583.2	NM_001361041.2	391059	NP_001347970.1
FRRS1L	ENSG00000260230.5	ENST00000561981.5	ENSP00000477141.2	NM_014334.4	23732	NP_055149.3
FRS2	ENSG00000166225.11	ENST00000549921.6	ENSP00000450048.1	NM_001278356.2	10818	NP_001265285.1
FRS3	ENSG00000137218.12	ENST00000373018.7	ENSP00000362109.3	NM_006653.5	10817	NP_006644.1
FRY	ENSG00000073910.24	ENST00000542859.6	ENSP00000445043.2	NM_023037.3	10129	NP_075463.2
FRYL	ENSG00000075539.17	ENST00000358350.9	ENSP00000351113.4	NM_015030.2	285527	NP_055845.1
FRZB	ENSG00000162998.7	ENST00000295113.5	ENSP00000295113.4	NM_001463.4	2487	NP_001454.2
FSAF1	ENSG00000143633.15	ENST00000366649.7	ENSP00000355609.2	NM_152379.4	128061	NP_689592.2
FSBP	ENSG00000265817.5	ENST00000481490.3	ENSP00000420405.2	NM_001256141.2	100861412	NP_001243070.1
FSCB	ENSG00000189139.6	ENST00000340446.5	ENSP00000344579.4	NM_032135.4	84075	NP_115511.3
FSCN1	ENSG00000075618.20	ENST00000382361.8	ENSP00000371798.3	NM_003088.4	6624	NP_003079.1
FSCN2	ENSG00000186765.13	ENST00000417245.7	ENSP00000388716.2	NM_012418.4	25794	NP_036550.1
FSCN3	ENSG00000106328.11	ENST00000265825.6	ENSP00000265825.5	NM_020369.3	29999	NP_065102.1
FSD1	ENSG00000105255.13	ENST00000221856.11	ENSP00000221856.5	NM_024333.3	79187	NP_077309.1
FSD1L	ENSG00000106701.15	ENST00000481272.6	ENSP00000417492.1	NM_001145313.3	83856	NP_001138785.1
FSD2	ENSG00000186628.14	ENST00000334574.12	ENSP00000335651.8	NM_001007122.4	123722	NP_001007123.1
FSHB	ENSG00000131808.12	ENST00000533718.2	ENSP00000433424.1	NM_001382289.1	2488	NP_001369218.1
FSHR	ENSG00000170820.13	ENST00000406846.7	ENSP00000384708.2	NM_000145.4	2492	NP_000136.2
FSIP1	ENSG00000150667.10	ENST00000350221.4	ENSP00000280236.3	NM_152597.5	161835	NP_689810.3
FSIP2	ENSG00000188738.17	ENST00000424728.6	ENSP00000401306.1	NM_173651.4	401024	NP_775922.3
FST	ENSG00000134363.14	ENST00000256759.8	ENSP00000256759.3	NM_013409.3	10468	NP_037541.1
FSTL1	ENSG00000163430.15	ENST00000295633.8	ENSP00000295633.3	NM_007085.5	11167	NP_009016.1
FSTL3	ENSG00000070404.12	ENST00000166139.9	ENSP00000166139.3	NM_005860.3	10272	NP_005851.1
FSTL4	ENSG00000053108.20	ENST00000265342.12	ENSP00000265342.7	NM_015082.2	23105	NP_055897.1
FSTL5	ENSG00000168843.16	ENST00000306100.10	ENSP00000305334.4	NM_020116.5	56884	NP_064501.2
FTCD	ENSG00000160282.17	ENST00000397746.8	ENSP00000380854.3	NM_206965.2	10841	NP_996848.1
FTCDNL1	ENSG00000226124.12	ENST00000420128.6	ENSP00000457780.1	NM_001363886.2	348751	NP_001350815.1
FTH1	ENSG00000167996.18	ENST00000273550.12	ENSP00000273550.7	NM_002032.3	2495	NP_002023.2
FTHL17	ENSG00000132446.7	ENST00000359202.5	ENSP00000368207.2	NM_031894.3	53940	NP_114100.1
FTL	ENSG00000087086.18	ENST00000331825.11	ENSP00000366525.2	NM_000146.4	2512	NP_000137.2
FTMT	ENSG00000181867.3	ENST00000321339.3	ENSP00000313691.1	NM_177478.2	94033	NP_803431.1
FTO	ENSG00000140718.24	ENST00000471389.6	ENSP00000418823.1	NM_001080432.3	79068	NP_001073901.1
FTSJ1	ENSG00000068438.17	ENST00000348411.3	ENSP00000326948.2	NM_012280.4	24140	NP_036412.1
FTSJ3	ENSG00000108592.19	ENST00000427159.7	ENSP00000396673.2	NM_017647.4	117246	NP_060117.3
FUBP1	ENSG00000162613.20	ENST00000370768.7	ENSP00000359804.2	NM_003902.5	8880	NP_003893.2
FUBP3	ENSG00000107164.19	ENST00000319725.10	ENSP00000318177.9	NM_003934.2	8939	NP_003925.1
FUCA1	ENSG00000179163.14	ENST00000374479.4	ENSP00000363603.3	NM_000147.5	2517	NP_000138.2
FUCA2	ENSG00000001036.16	ENST00000002165.11	ENSP00000002165.5	NM_032020.5	2519	NP_114409.2
FUNDC1	ENSG00000069509.8	ENST00000378045.5	ENSP00000367284.4	NM_173794.4	139341	NP_776155.1
FUNDC2	ENSG00000165775.20	ENST00000369498.8	ENSP00000358510.3	NM_023934.4	65991	NP_076423.2
FUOM	ENSG00000148803.15	ENST00000278025.9	ENSP00000278025.5	NM_001098483.3	282969	NP_001091953.1
FURIN	ENSG00000140564.15	ENST00000268171.8	ENSP00000268171.2	NM_002569.4	5045	NP_002560.1
FUS	ENSG00000089280.22	ENST00000254108.12	ENSP00000254108.8	NM_004960.4	2521	NP_004951.1
FUT1	ENSG00000174951.13	ENST00000645652.2	ENSP00000494643.1	NM_001384359.1	2523	NP_001371288.1
FUT2	ENSG00000176920.16	ENST00000425340.3	ENSP00000387498.2	NM_000511.6	2524	NP_000502.4
FUT3	ENSG00000292063.1	ENST00000709635.1	ENSP00000517812.1	NM_001097639.3	2525	NP_001091108.3
FUT4	ENSG00000196371.4	ENST00000358752.4	ENSP00000351602.2	NM_002033.4	2526	NP_002024.1
FUT5	ENSG00000130383.7	ENST00000588525.1	ENSP00000466880.1	NM_002034.2	2527	NP_002025.2
FUT6	ENSG00000156413.16	ENST00000318336.10	ENSP00000313398.4	NM_000150.4	2528	NP_000141.1
FUT7	ENSG00000180549.10	ENST00000314412.7	ENSP00000318142.6	NM_004479.4	2529	NP_004470.1
FUT8	ENSG00000033170.19	ENST00000673929.1	ENSP00000501213.1	NM_001371533.1	2530	NP_001358462.1
FUT9	ENSG00000172461.13	ENST00000302103.6	ENSP00000302599.4	NM_006581.4	10690	NP_006572.2
FUZ	ENSG00000010361.16	ENST00000313777.9	ENSP00000313309.4	NM_025129.5	80199	NP_079405.2
FXN	ENSG00000165060.17	ENST00000484259.3	ENSP00000419243.2	NM_000144.5	2395	NP_000135.2
FXR1	ENSG00000114416.21	ENST00000357559.9	ENSP00000350170.3	NM_005087.4	8087	NP_005078.2
FXR1	ENSG00000114416.21	ENST00000482125.2	ENSP00000418027.2	NM_001441509.1	8087	NP_001428438.1
FXR2	ENSG00000129245.14	ENST00000250113.12	ENSP00000250113.7	NM_004860.4	9513	NP_004851.2
FXYD1	ENSG00000266964.8	ENST00000351325.9	ENSP00000343314.3	NM_021902.4	5348	NP_068702.1
FXYD2	ENSG00000137731.16	ENST00000292079.7	ENSP00000292079.2	NM_001680.5	486	NP_001671.2
FXYD3	ENSG00000089356.21	ENST00000604404.6	ENSP00000474438.1	NM_005971.4	5349	NP_005962.1
